text                ,category
358 as for as my concert we dont need ur approval                ,None-of-the-above
Wat d director tries to tell                  ,None-of-the-above
The best ever                ,None-of-the-above
All the bestLive  enjoy ur life with u loved one                ,Hope-Speech
Heart touching video                ,Counter-speech
Already  I told that  experience  dude                ,None-of-the-above
K u r saying this woman is being abused because of her sexuality What about Dr Shalini the psychiatrist Even she gets comments saying is she a man or woman Why this question Just because they have short hairs She is wearing decent dress bt still men use such against her Simple bro  this society want woman to be traditonally beautiful bt cant see them sexy in modern dress tatz it                ,None-of-the-above
See them as human first  Dont potray them as God Thats enough for them Seeing them as God or some different creature is inhumane                ,Counter-speech
Waiting for 2021 pride March Cant wait  This is gonna be my first pride                ,None-of-the-above
Thanks a lot ending                ,None-of-the-above
Bro Please About Animators  History                ,None-of-the-above
nice film nice storynice actor                ,None-of-the-above
Yes he is from madurai                 ,None-of-the-above
anu lavanya  its the feeling they have developed with intention its all about the mindset it has been a news that doctor who said this kind of behaviour as harmonial issue itself a gay it should be treated properly not to be encouraged                ,Homophobic-derogation
Kindly see this guys                ,None-of-the-above
Human Rights Sir Madam Why do you care about other Humans sexual Activity Mr Mic Man This not a Survey bro you just Questioned 10 Humans and Saying Peoples Voice what a tragedy                ,None-of-the-above
Its individual choice so no one as ryt to sayso this is completely fyn                ,None-of-the-above
As being a gay I have experienced huge amount of sorrows and as MR YESURAJA is one of my main source of motivation and most best caring friend next to my elder brother i really appreciate his guts to come openly and express his experience so I too will acheive and succeed in my career and life by overcoming all kinds of threats and will shine one day                ,Hope-Speech
Anupama Kumar She was extraordinary in movie called muppoluthum un karpanaigal                ,None-of-the-above
