,text,Labels
755,yaar opertion krwa ke koi bhale hi larki kyu na ban jae magar sawal ye hai ki kya wo ek real women hai kyuki bus dikh waise sakhte ho kapre waise pehen sakte ho makeup bhi magar periods baccho ko janam dena ye possible hi nhi hai,Transphobia
756,🤔,Non-anti-LGBT+ content
757,Tum Kaya ho,Non-anti-LGBT+ content
758,Sahi kaha aapne ye duniya bahut karab hai,Non-anti-LGBT+ content
759,"ha aap shi hai, but reaserch papers ne btaya hai ki ham monogamist (ek sathi) nhi hai
ham any jivo se alag nahin hain yadi aap ise is tarah se deke ki  pyar sirph ek samajik nirman hai, ek vyakti jo lgatar aapke aas-pas ho usse lgav ho jata hai
jo kisi bhi vyakti ke lie kabhi bhi bdal skta hai..hme jivan  me1 se adhik logo se  pyaar ho jata hai, ryt?...aapko kya lgta hai?",Non-anti-LGBT+ content
760,Ye vdo na sirf man or woman ki soch ko bdlegi blki i want hijra communtiy bhi dekhe...hmri city mai..atleast i am not that type to disrespect them...i want to talk to them..but i am scared if she will not like this....hijra community hmri city m aage aana ni chahti....they have to fight for their rights..nd we have to support them,Non-anti-LGBT+ content
761,Sir Agar koi ladka ladkiyo jaisi harkten karta hai to use tomgirl kahege,Non-anti-LGBT+ content
762,Bahut acchha samjaya hai aapne dhanyawad.,Non-anti-LGBT+ content
763,Nice,Non-anti-LGBT+ content
764, @Meow world  thank God aap samjhe par yahan par kuch gadhe log bhi hai jo ALLAH ke name par idiotic thing kar rahe hai,Non-anti-LGBT+ content
765,Those who disliked this video are homosexual.,Non-anti-LGBT+ content
766, @Savage Diva  wese ghar kaha hai apka,Non-anti-LGBT+ content
767,Thanks sir,Non-anti-LGBT+ content
768,Inter sex wale log vagina se uninate krte hai ya penis se ?,Non-anti-LGBT+ content
769,😂😂last Wale tomboy ne hsa hi diya,Transphobia
770,Kisise relation na hone wale kya hai?☺️☺️,Non-anti-LGBT+ content
771,Kya pachimi  sabyehta Hamare  se jyada  achhi  jyada  vicshit koi any reson6,Non-anti-LGBT+ content
772,aisa q Peida.korte hai uparwsla😢😭😭😭 mai bohut pereshan.hon,Non-anti-LGBT+ content
773,Sir lesbian ya gay ki mentality kabhi change ho sakti h ya nhi  aisa possible h,Non-anti-LGBT+ content
774, @Karan Kumar   ye sab Ko hota hai  Amir ho ya garib  i,Non-anti-LGBT+ content
775,Kis nam se milega,Non-anti-LGBT+ content
776,aur uska kya Jo gey nahi hai phirbhi log use ge samajhte hai,Non-anti-LGBT+ content
777,kuch b bolne lg jate ho ....baad mei jo sir ne bola ki koi bura mt manna woh ni suna tumhe,Non-anti-LGBT+ content
778,Aisa nhi hota ye Kudrati hoti ky ap kisi dawai hospital yoga se apni bhok pyaas band krste ye bimari nhi kudrati hy,Non-anti-LGBT+ content
779,Sir is trh ki knowledge ki jarurat h qki aur koi nhi kr rha ye,Non-anti-LGBT+ content
780,"अपने घर की बालकनी, आंगन या छत में आप पक्षियों के लिए पानी रख सकते हैं। प्लास्टिक या स्टील के बर्तन में पानी न रखें। धूप में इन बर्तनों का पानी बहुत गर्म हो जाता है। मिट्टी के बर्तन में पानी रखना सबसे अच्छा होता",Non-anti-LGBT+ content
781,Lesbian se phir normal female main phirne ki upai keya hai?,Non-anti-LGBT+ content
782,Pan sexual kya hota h?,Non-anti-LGBT+ content
783,"hatt yaarrr 
unlogo ko us kaid se azaad karwao 
baad me padhana",Non-anti-LGBT+ content
784,Ladhka se ladhki bane ke baad inko periods vi aate hain kya?,Non-anti-LGBT+ content
785,🙏🙏🙏sir apki baatein dil ko chhu jati hai💐💐,Non-anti-LGBT+ content
786,Khan sir aap great to ji Kiran baat maalum hi ji aap ko😋,Non-anti-LGBT+ content
787,What about tiktokers please reply sir🤣,Non-anti-LGBT+ content
788,I m so proud of you sushant ji ....I love to hear you....apki baaten sun kr bhut accha lga .... ❤️❤️ ....u r so knowledgeable person,Non-anti-LGBT+ content
789," @aarav singh  धन्यबाद मित्र 
आपके राय सुनकर मूझे अच्छा महसूस हो रहा है❤️❤️",Non-anti-LGBT+ content
790,Galat h ye ...,Non-anti-LGBT+ content
791,I'm bi,Non-anti-LGBT+ content
792, @Tarot Oracle  main Garib pariwar se hun aur aur mujhe yah feeling aati hai ok,Non-anti-LGBT+ content
793,"Sir, log ispe bahut hatred de sakte hai aapko ..
Mental disorder ki jagah harmonal disorder bol do...
Par kuch log harmonal disorder me bhi rone lag sakte hai..
Edit:- are ye toh saal pehle uploaded hai..L0L.",Non-anti-LGBT+ content
794,Bakvash sab ke sab pagal he,Non-anti-LGBT+ content
795,Unhone aadhi sach boli hai tumko utna he pta hai isliye 💯 % lagta hai,Non-anti-LGBT+ content
796,Chandigarh kare after here,Non-anti-LGBT+ content
797, @Harshwardhan Bhadane  ha sahi he me bhi vaisa hi hu,Non-anti-LGBT+ content
798,Voice clear nahi Ata hai Aap ko,Non-anti-LGBT+ content
799,Zindgi 🥳 mai😖  chalna🚶🏼‍♂️  hai to 🤬 achi tarah 😑 chal nahi ✖️ to esa sabak👊🏻 sikhaunga🧑🏼‍🏫 ki  duniya 🌍 ko muh🙈 dikhane👀layak😔nahi rahogaye😫 ye mera 👈🏻area 🗺️ hai 💪🏻or area🗺️ mai koi ❌enterest🚷nahi kar 😘 sakta okay👍🏻 kyuki 😫 zindagi 🥳 sirf chaar 4 din ki😔zindagi hai varna 😡 esa do 2 din mai khel 🤹🏻‍♂️ dikhaunga 👀 ki chaar 4 din se 🥺 pehle 😎 hi apna 👉🏻 area🗺️ saaf kardunga okay👍🏻,Non-anti-LGBT+ content
800,Mujhe video se jyada sir k experience dekhkar maza aaya,Non-anti-LGBT+ content
801,Transgender Ko bhi Attraction hota hai kya opposite Gender se,Non-anti-LGBT+ content
802,😁😅😁😂😄😃🤣😊🙂🤩😎🤓💋💄👄👄👄👄👄,Non-anti-LGBT+ content
803,Km se kam sach to btao logo ko..,Non-anti-LGBT+ content
804,Sab bollywood wale hi hai,Non-anti-LGBT+ content
805,पहले खुद सीख कर आ फिर पड़ाना,Non-anti-LGBT+ content
806,"मुझे ये व्हीडिओ देखके हसी आती है,आप सम्लेंगिकता को अप्रकृतीक, ओर मेंटल डिसऑर्डर केहते है,इस बातसे आपकी बौनी सोच का प्रणाम मिलता है,आपको पत्ता भी है के पुरे विश्वने इसे प्राकृतिक मानते हुवे स्वीकार किया है ओर कई देशोने इसे कानुनी मान्यता भी प्रदान की है,भारतकी सर्वोच अदालत ने भी Sec 377 को गैरसंवेधानीक बताते हूवे  आझादी दि है,ओर भारत मे ये कोम nigligible नही तो 23 % है, आधे अधुरे ज्ञान के आधार पर अपना गोरख धंदा मत चलाओ।",Non-anti-LGBT+ content
807,Mere ko aisaa hotaa he bhai gay baala filingi ataa bhe,Non-anti-LGBT+ content
808,"सर इण्टर सेक्स बच्चा का जन्म ( विकास) कैसे होता हैं इस पर एक वीडिओ बनाऐ ।।।
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",Non-anti-LGBT+ content
809,Sir straight kya hota hai,Non-anti-LGBT+ content
810,10:21 yha se sunna zabardast baat boli sir ne.,Non-anti-LGBT+ content
811,"Adam Zampa and Marcus Stoines
😂😂😂😂😂😂😂😂😂😂😂😂",Homophobia
812,"Abe gawar eng samgh na , unpadh 😂😂😂😂😂😂😂😂😂😂",Non-anti-LGBT+ content
813, @Debajyoti Saha  but fridom apna nahi hai boss,Non-anti-LGBT+ content
814,Natural to bilkul ni h ye...agar koi janm se andha lngda paida hota h..ya khud se roshni chli jati h...to kya usko illness ni bologe?,Non-anti-LGBT+ content
815,😂😂😂😂😂😂😂😂😂😂😂chahe konsa bhi ho but hole hona chhahiye 😀😁😂😂🤣🤣lol🤣🤣,Non-anti-LGBT+ content
816,"unka matlab tha ki ""akeley gaon mein reh kr aai hu toh akele kothey mein bhi ja sakti hu"".",Non-anti-LGBT+ content
817,unhe hizada kehete hai,Non-anti-LGBT+ content
818,Nahi bro esa nahi hai majak majak me bolte h sir agar esa hota to ladki padne hi na jati sir se or रक्षाबंधन par etni rakhi bhi na badhti 😂,Non-anti-LGBT+ content
819,Janta ko pagl banana band karo chuteya dusre ko chuteya banarahahay,Non-anti-LGBT+ content
820,sir gay me koi ladka marta hai .koi marwata hai ..isme se kaun marwata hai kaun marta ye bhi bataiye,Non-anti-LGBT+ content
821,Oohhh.....Bahot informative video hai ye aaj bahot khuch sikhne mila...Thanks sir ji,Non-anti-LGBT+ content
822,Jb aap ko ajib sa lg rha h to socho unko kyesa lgta h jo apne hii srir se khush nhi h kitni problem hoti hogi aap ko pta bhi nhi h fir bhi apne hk ke liye ldh rhe h sb se apna soch ko bdlo thoda jankari lo aap janbuchkar koi ye sb ni krna chahta h ok  cha ni bol skte ho to glt bhi mt bolo please,Non-anti-LGBT+ content
823,"Sorry but jab prikriti nay he body male , feelings female ke de hay to (sab ko aapni body chunnay ke hak hay)",Non-anti-LGBT+ content
824,Sir Mujhe Kabhi rat me night flow ho jata hai Iska Koi upay rokne ka to bataiye,Non-anti-LGBT+ content
825,lekin asal gyaan ko nhi manta h ye admi,Non-anti-LGBT+ content
826, @amit kotadia  hmm!!,Non-anti-LGBT+ content
827,Uski choice aap logo ko q problem ho raghe hay,Non-anti-LGBT+ content
828,"Bilkul bewkoof hi ho kya be
Kyon nahi hoga bhai??",Non-anti-LGBT+ content
829,Apna karan johar kaunsa category mai hai,Non-anti-LGBT+ content
830,Netflix pe hai wo originally . Kafi acha h wo 👍🏻,Non-anti-LGBT+ content
831,Sir aap nursing ki class chlaeaye plz,Non-anti-LGBT+ content
832,"everyone deserve respect💯.
this is not a diseases,,,,this is their choice",Non-anti-LGBT+ content
833,If male is not attracted towards female....Then it is called SAKHT LAUNDA😎,Non-anti-LGBT+ content
834,Let's respect them!,Non-anti-LGBT+ content
835,Bahut achhe se samagh me aayi h,Non-anti-LGBT+ content
836, @Sandeep Kumar  Kisna kaha.?? Hai bhi to tumko kya.???,Non-anti-LGBT+ content
837,Goli maro in laundo ko,Transphobia
838,Mota maal aaya hai...,Non-anti-LGBT+ content
839,It's not bimari ye natural hota hai,Non-anti-LGBT+ content
840, @Savage Diva  इसके baad me रिप्ले नही  दूंगा Thik hai sister byy अच्छा लगा आपसे बात करके,Non-anti-LGBT+ content
841,आप नेक काम कर रही हैं भगवान आप की सहायता करे,Non-anti-LGBT+ content
842,Sir inter sex ke pass Anal hota hai ya nhi,Non-anti-LGBT+ content
843,Thank you so much...Sb details Mai samjhane ke liye 👍👍👍,Non-anti-LGBT+ content
844,Ladki ladki ko pasand kare use bhi gay kehte hai✂️,Non-anti-LGBT+ content
845,Toh gauri bnke psnd krlo phir,Transphobia
846,Aapka poora naam kya hai ??,Non-anti-LGBT+ content
847,Adhiktar ladkiya lesbian hoti h kya 🙄 kuch kuch ladkiyo ko dekhta hu aapas main babu sona kar leti h kiss wiss kar leti h,Non-anti-LGBT+ content
848,My own experience most male now days are bisexuals.... Not heterosexuals,Non-anti-LGBT+ content
849,Samjhane ki prikriya bhot saral aur asan Kar dete Hain khan sir,Non-anti-LGBT+ content
850,Sir app Gay hain yan bisexual?,Non-anti-LGBT+ content
851,Mai gay hu or mujhe boys hi pasand hai.... But I can't share about my sexuality,Non-anti-LGBT+ content
852,Kafi varieties ho gyi h abb😂😂😂😂🙄🙄😁,Non-anti-LGBT+ content
853,Kya bisexual ko shaadi karna theek rahega??,Non-anti-LGBT+ content
854,Chutiye,Non-anti-LGBT+ content
855,"Har jagah ke log ek jaise hi hote hain, chahe gaon ho ya sheher. Har jagah ache aur bure dono log hote hain.",Non-anti-LGBT+ content
856,Sir shemale kya h samjhana jrur,Non-anti-LGBT+ content
857,Disgusting,Non-anti-LGBT+ content
858,"Stupid teacher.
Bolna sahi se aa nahi raha aur chala smjane.",Non-anti-LGBT+ content
859,Apko toh medal 🏅 milna chahiye sir i hardly appreciate  your work keep it up sir👍,Non-anti-LGBT+ content
860,Sahi kaha aapne,Non-anti-LGBT+ content
861,Khan sir ke liye jitna bhi respect tha... Ye video dekhne ke baad sab khatam... Seriously🙁,Non-anti-LGBT+ content
862,Didn't expect this video from khan sir😂😂😂😂😂,Non-anti-LGBT+ content
863,Good,Non-anti-LGBT+ content
864," @Karan Kumar  aur tum log ate hi kyun ho aisi video dekhne jab samjhna nahi hai to ,criticise karne ek minority group ko",Non-anti-LGBT+ content
865,Bcha ni hota h bro I am transman,Non-anti-LGBT+ content
866,"Aap kitni baar to confuse hi dikh rahe ho , kabhi aap ise disorder kahte ho to kabhi mental changes,   its not good , too bad too bad",Non-anti-LGBT+ content
867,Han kyun nahi WhatsApp University walon ke liye toh ajazdi 2014 mein milli hai 🥲.,Non-anti-LGBT+ content
868, @Hibjan Khan  tumko kese pata gender change karvaya he kya,Non-anti-LGBT+ content
869,The theory of everything movie kaise dekhe koi bta skta h???,Non-anti-LGBT+ content
870,Xender change karne se ek larka ek lerki m paribartit hota h ya ek lerki lerke m paribartit hota h it's transgender,Non-anti-LGBT+ content
871,😂😂😂 Isne dekha hoga,Non-anti-LGBT+ content
872,सर टॉम गर्ल नही होते kya 🤣🤣🤣,Non-anti-LGBT+ content
873,Didi chage your voice 😂🤣😂🥺🥺,Non-anti-LGBT+ content
874,"Ye boby ,south ki movie I m h na",Non-anti-LGBT+ content
875,Lesbian ka sadi gay se karavaye to chalega kya?,Non-anti-LGBT+ content
876,Sir jinka penis ka size chhota ho uska kya,Non-anti-LGBT+ content
877, @Usama Baig  right bale bhai gender dysphoria bali body me rh kr dekha fir me bolugi right bro... .kesa lgega tujhe.....,Non-anti-LGBT+ content
878,All human are equal in the world but there some people are not good god bless him so human disorder,Non-anti-LGBT+ content
879,Tum kaam ki baat kam karta hai.bakchodi yaida karta hai.katuai,Non-anti-LGBT+ content
880,Khanks sir g aapka bahut bahut shukriya,Non-anti-LGBT+ content
881,Ek aur category hai sir..Tick-tocker wala,Transphobia
882,Intersex k bare me thoda jada jankari dijiye,Non-anti-LGBT+ content
883,Lady boy?,Non-anti-LGBT+ content
884,Pahle bolne ki practice karo bandhu,Non-anti-LGBT+ content
885,Ek aur gender hota h -tik tok wale 😂,Homophobia
886,🙄🙄🙄🙄🙄🙄 ye sab kya dekhna pdh raaha hai,Transphobia
887,❤ I like TOMBOY❤ .....👍❤,Non-anti-LGBT+ content
888,Bharat me bahut kam teacher he jo is tarah samgha sakte he kisi bhi vishay per 🙄😊👍,Non-anti-LGBT+ content
